"entity","action","reason","existing_id","name","native_name","governorate","website","email","phone"
"contact","skipped","duplicate within import file","","Nahrain University","","Salahaddin","","info@nahrainuniv.edu.iq",""
"contact","skipped","duplicate within import file","","Nahrain University","","Babil","","info@nahrainuniv.edu.iq",""
"contact","skipped","matched email","academic-contact-456ed53f3faa49ea9d138a145fdccf37","University of the City of Science","","Baghdad","","m.alelem@mauc.edu.iq","7278"
"contact","skipped","matched phone + institution","academic-contact-27efe19962a34d49b574c1b22cd4b828","University of Baghdad","","Baghdad","","phone-only-65b8d8c218be51fed2b55a83@rafid.invalid","+9647827203218"
"contact","skipped","matched phone + institution","academic-contact-eca52acacef34818952cdff7f84183b7","Al Yarmouk University College","","Baghdad","","phone-only-db7bc3c31064602846b12591@rafid.invalid","+9647737497053"
"contact","skipped","matched phone + institution","academic-contact-295ef6e84d7141afbc2e0f19e8208ec5","Baghdad College","","Baghdad","","phone-only-86117b93b93395c9ed61b596@rafid.invalid","+9647827203218"
"contact","skipped","duplicate within import file","","Al Mansour University College","","Diyala","","phone-only-41135896fec91f2a69e12422@rafid.invalid","+9647814238373;+9647752100100;+9647852100100"
"contact","skipped","duplicate within import file","","Baghdad Pharmacy College","","Diyala","","phone-only-05297960ca010bef6473ed62@rafid.invalid","+9647806020473;+9647906321215"
"contact","skipped","duplicate within import file","","University of Baghdad","","Diyala","","phone-only-65b8d8c218be51fed2b55a83@rafid.invalid","+9647827203218"
"contact","skipped","duplicate within import file","","Sheikh Mohammed Al Kasinzan University College","","Diyala","","phone-only-74c63d679c4023ee06be9b15@rafid.invalid","6688;+9647801117262;+9647815104556"
"contact","skipped","duplicate within import file","","Al Yarmouk University College","","Diyala","","phone-only-db7bc3c31064602846b12591@rafid.invalid","+9647737497053"
"contact","skipped","duplicate within import file","","Baghdad College","","Diyala","","phone-only-86117b93b93395c9ed61b596@rafid.invalid","+9647827203218"
"contact","skipped","duplicate within import file","","Al-Turath University","","Diyala","","phone-only-34eea60f40be290d5c7a4a10@rafid.invalid","6112;6113"
"contact","skipped","duplicate within import file","","Al Mansour University College","","Salahaddin","","phone-only-41135896fec91f2a69e12422@rafid.invalid","+9647814238373;+9647752100100;+9647852100100"
"contact","skipped","duplicate within import file","","Baghdad Pharmacy College","","Salahaddin","","phone-only-05297960ca010bef6473ed62@rafid.invalid","+9647806020473;+9647906321215"
"contact","skipped","duplicate within import file","","University of AL-Maarif","","Salahaddin","","phone-only-e16f636f70421e59ae7a127d@rafid.invalid","+9647735544777;+9647835544777"
"contact","skipped","duplicate within import file","","University of Baghdad","","Salahaddin","","phone-only-65b8d8c218be51fed2b55a83@rafid.invalid","+9647827203218"
"contact","skipped","duplicate within import file","","Sheikh Mohammed Al Kasinzan University College","","Salahaddin","","phone-only-74c63d679c4023ee06be9b15@rafid.invalid","6688;+9647801117262;+9647815104556"
"contact","skipped","duplicate within import file","","كلية الباني الجامعة","","Salahaddin","","phone-only-5b5ee92849f488a4240f5fba@rafid.invalid","+9647718777717;+9647866900663"
"contact","skipped","duplicate within import file","","Al Yarmouk University College","","Salahaddin","","phone-only-db7bc3c31064602846b12591@rafid.invalid","+9647737497053"
"contact","skipped","duplicate within import file","","Baghdad College","","Salahaddin","","phone-only-86117b93b93395c9ed61b596@rafid.invalid","+9647827203218"
"contact","skipped","duplicate within import file","","Al-Turath University","","Salahaddin","","phone-only-34eea60f40be290d5c7a4a10@rafid.invalid","6112;6113"
"contact","skipped","duplicate within import file","","Al Mansour University College","","Babil","","phone-only-41135896fec91f2a69e12422@rafid.invalid","+9647814238373;+9647752100100;+9647852100100"
"contact","skipped","duplicate within import file","","Baghdad Pharmacy College","","Babil","","phone-only-05297960ca010bef6473ed62@rafid.invalid","+9647806020473;+9647906321215"
"contact","skipped","duplicate within import file","","University of Baghdad","","Babil","","phone-only-65b8d8c218be51fed2b55a83@rafid.invalid","+9647827203218"
"contact","skipped","duplicate within import file","","Sheikh Mohammed Al Kasinzan University College","","Babil","","phone-only-74c63d679c4023ee06be9b15@rafid.invalid","6688;+9647801117262;+9647815104556"
"contact","skipped","duplicate within import file","","كلية الباني الجامعة","","Babil","","phone-only-5b5ee92849f488a4240f5fba@rafid.invalid","+9647718777717;+9647866900663"
"contact","skipped","duplicate within import file","","Al Yarmouk University College","","Babil","","phone-only-db7bc3c31064602846b12591@rafid.invalid","+9647737497053"
"contact","skipped","duplicate within import file","","Al-Turath University","","Babil","","phone-only-34eea60f40be290d5c7a4a10@rafid.invalid","6112;6113"
"contact","skipped","matched email","academic-contact-5c41057529b24a0c929584cc23b36d5e","Gilgamesh University","","Baghdad","","phone-only-95ba34f9482a3e28f333924b@rafid.invalid","9647730000000"
"contact","skipped","duplicate within import file","","Gilgamesh University","","Diyala","","phone-only-95ba34f9482a3e28f333924b@rafid.invalid","9647730000000"
"contact","skipped","duplicate within import file","","Gilgamesh University","","Salahaddin","","phone-only-95ba34f9482a3e28f333924b@rafid.invalid","9647730000000"
"contact","skipped","duplicate within import file","","Gilgamesh University","","Babil","","phone-only-95ba34f9482a3e28f333924b@rafid.invalid","9647730000000"
"contact","skipped","matched email","academic-contact-42e6a1a87dc4424a95a2f3b5690fe3e9","Albani University College status caveat","","All Iraq","","phone-only-747df9d210bb915408fd7420@rafid.invalid","2025"
