"name_en","name_ar_ku","institution_type","governorate","city","website","phone","email","address","latitude","longitude","status","verification_label","notes"
"Baghdad Nuclear Research Facility","منشأة التويثة للأبحاث النووية","laboratory","Babil","","","","","","33.205","44.515","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q4841818"
"كلية الطب جامعة بابل","كلية الطب جامعة بابل","academic division","Babil","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q12236029"
"كلية الفنون الجميلة جامعة بابل","كلية الفنون الجميلة جامعة بابل","academic division","Babil","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q12236062"
"College of Medicine University of Baghdad","كلية الطب بجامعة بغداد","medical school","Babil","","","","","","33.3152","44.3661","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q5146773"
"كلية الآمال الجامعة","كلية الآمال الجامعة","private university","Babil","","","","","Baghdad","33.29335115","44.40346165","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450680"
"Q138647637","","madrasa","Babil","","","","","Baghdad","33.34647496","44.38323283","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q138647637"
"Islamic University Babylon Campus","الجامعة الاسلامية في بابل","educational institution","Babil","","https://iu-babil.edu.iq","","","","","","official-ish","","Wikidata item with official website; verify before outreach. Source URLs: http://www.wikidata.org/entity/Q137408895"
"Najaf Seminary","حوزة النجف","hawza","Najaf","","","","","Najaf","31.99578949","44.31461167","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q4454725"
"Q5942573","","university","Najaf","","","","","","32.616367","44.032303","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q5942573"
"University of Altoosi","كلية الطوسي الجامعة","private university","Najaf","","https://altoosi.edu.iq/ar","","","Najaf","31.99809704","44.33687657","official-ish","","Wikidata item with official website; verify before outreach. Source URLs: http://www.wikidata.org/entity/Q7492970"
"Sura Academy","أكاديمية سورا","yeshiva","Najaf","","","","","Babylon","31.8667","44.45","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q7645256"
"كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","private university","Najaf","","","","","Karbala","32.50693527","44.13279787","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450385"
"كلية الفقه الجامعة","كلية الفقه الجامعة","educational institution","Najaf","","","","","Najaf","31.9998958","44.32855556","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450406"
"Hilla University College","كلية الحلة الجامعة","private university","Najaf","","","","","Hillah","32.32341357","44.38675907","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450384"
"كلية الصفوة الجامعة","كلية الصفوة الجامعة","academic institution","Najaf","","","","","Karbala","32.62387443","44.00657836","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450311"
"Karbala Technical Institute","","university","Najaf","","","","","","32.5754","44.1732","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q26856078"
"جامعة واسط كلية التربية","جامعة واسط كلية التربية","university","Wasit","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q109840266"
"Wasit University of the Faculty of Education for humanities","كلية القانون جامعة واسط","academic division","Wasit","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q12236069"
"Najaf Seminary","حوزة النجف","hawza","Qadisiyyah","","","","","Najaf","31.99578949","44.31461167","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q4454725"
"Sura Academy","أكاديمية سورا","yeshiva","Qadisiyyah","","","","","Babylon","31.8667","44.45","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q7645256"
"كلية الإدارة والاقتصاد جامعة القادسية","كلية الإدارة والاقتصاد جامعة القادسية","academic division","Qadisiyyah","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q12235880"
"كلية الطب جامعة القادسية","كلية الطب جامعة القادسية","medical school","Qadisiyyah","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q16123392"
"كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","private university","Qadisiyyah","","","","","Karbala","32.50693527","44.13279787","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450385"
"كلية الفقه الجامعة","كلية الفقه الجامعة","educational institution","Qadisiyyah","","","","","Najaf","31.9998958","44.32855556","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450406"
"Hilla University College","كلية الحلة الجامعة","private university","Qadisiyyah","","","","","Hillah","32.32341357","44.38675907","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450384"
"Karbala Technical Institute","","university","Qadisiyyah","","","","","","32.5754","44.1732","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q26856078"
"Al-Ayen University","جامعة العين الاراقية","private university","Maysan","","https://www.alayen.edu.iq","","","Nasiriyah","31.06760231","46.26084942","official-ish","","Wikidata item with official website; verify before outreach. Source URLs: http://www.wikidata.org/entity/Q54874669"
"كلية التربية جامعة المثنى","كلية التربية جامعة المثنى","academic division","Muthanna","","","","","","","","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q12235923"
"دانشگاه آزاد اسلامی واحد مریوان","","University","Halabja","","","","","","35.4851707","46.1748532","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/203321885"
"دانشگاه پیام نور مریوان","","University","Halabja","","","","","","35.4983852","46.1663548","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/211630295"
"هلال احمر","","Education/student foundation","Halabja","","","","","","35.5249179","46.1667134","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/283050070"
"Halabja Technical College","","College","Halabja","","","","","Halabja","35.2060994","45.9662393","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/424695848"
"په‌یمانگه‌ى ته‌كنیكى ده‌ربه‌ندیخان","معهد دربنديخان التقني","Technical institute / university","Halabja","","","","","","35.1231039","45.6879287","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/540969317"
"زانکۆی هەڵەبجە","جامعة حلبجە","University","Halabja","","","","","","35.171757","46.0227151","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/850767083"
"دانشگاه پیام نور پاوه","","University","Halabja","","","","","","35.055138","46.3506981","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/993241240"
"zankoy chwarta (zansty zhinga)","","University","Halabja","","","","","چوارتا","35.7230777","45.5639022","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/996692129"
"کۆلێژی پەروەردەی شارەزوور","کۆلێژی پەروەردەی شارەزوور","College","Halabja","","","","","","35.3190651","45.6791995","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1342070560"
"خوێندنگەی باڵامبۆ","خوێندنگەی باڵامبۆ","School","Halabja","","","","","","35.1719149","45.9803984","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1471453510"
"خوێندنگەی بنەڕەتی چوارچرا","خوێندنگەی بنەڕەتی چوارچرا","School","Halabja","","","","","","35.1684602","45.985691","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1471453511"
"خوێندنگەی ئامادەیی سەفین","خوێندنگەی ئامادەیی سەفین","School","Halabja","","","","","","35.126204","45.6799218","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1471710635"
"قوتابخانەی کانی بنەڕەتی / قوتابخانه‌ى ڕۆژى بنه‌ڕه‌تى","قوتابخانەی کانی بنەڕەتی / قوتابخانه‌ى ڕۆژى بنه‌ڕه‌تى","School","Halabja","","","","","","35.1216036","45.6824417","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1471723427"
"قوتابخانەی ئامادەیی هەڵگورد","قوتابخانەی ئامادەیی هەڵگورد","School","Halabja","","","","","","35.1241306","45.6800619","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1471723428"
"خوێندنگەی کانی سارد","","School","Halabja","","","","","","35.6411555","45.5659759","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/way/1497468938"
"پەیمانگەی تەکنیکیی پێنجوێن","Peymangey Teknîkîy Pêncwên","College","Halabja","","","","","","35.6293481","45.9264333","needs_review","","From OSM tags; phone/email/website may be missing or need review. Source URLs: https://www.openstreetmap.org/relation/13362524"
"Q5942573","","university","Karbala","","","","","","32.616367","44.032303","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q5942573"
"كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","private university","Karbala","","","","","Karbala","32.50693527","44.13279787","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450385"
"Hilla University College","كلية الحلة الجامعة","private university","Karbala","","","","","Hillah","32.32341357","44.38675907","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450384"
"كلية الصفوة الجامعة","كلية الصفوة الجامعة","academic institution","Karbala","","","","","Karbala","32.62387443","44.00657836","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q25450311"
"Karbala Technical Institute","","university","Karbala","","","","","","32.5754","44.1732","needs_review","","From Wikidata; may lack phone/email/website. Source URLs: http://www.wikidata.org/entity/Q26856078"
"University of Information Technology and Communications","جامعة تكنولوجيا المعلومات والاتصالات","Public university","Baghdad","","uoitc.edu.iq","","","Baghdad","","","Active or listed (verify before outreach)","Federal MoHESR list","2014 on official site; public; Federal MoHESR Source URLs: https://iru.mohesr.gov.iq/result ; https://mohesr.gov.iq/ar/post/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9-20262025-2025-11-24-21 ; https://mohesr.gov.iq/ar/assets/img/uploaded_files/241120250.pdf"
"Al-Karkh University of Science","جامعة الكرخ للعلوم","Public university","Baghdad","","kus.edu.iq","","","Baghdad","","","Active or listed (verify before outreach)","Federal MoHESR list","public; Federal MoHESR Source URLs: https://iru.mohesr.gov.iq/result ; https://mohesr.gov.iq/ar/post/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9-20262025-2025-11-24-21 ; https://mohesr.gov.iq/ar/assets/img/uploaded_files/241120250.pdf"
"Al-Furqan University","جامعة الفرقان","","Basra","","—","","","Mosul? no — not Basra","","","Cross-reference / not an institution in this governorate","","see Nineveh Source URLs: https://iru.mohesr.gov.iq/result ; https://mohesr.gov.iq/ar/post/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9-20262025-2025-11-24-21 ; https://mohesr.gov.iq/ar/assets/img/uploaded_files/241120250.pdf"
"Baba Gurgur University","جامعة بابا كركر","Private university/college","Kirkuk","","babagurgur.net","","","Kirkuk","","","Active or listed (verify before outreach)","official-guide only","2024; private; official-guide only Source URLs: https://iru.mohesr.gov.iq/result ; https://mohesr.gov.iq/ar/post/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9-20262025-2025-11-24-21 ; https://mohesr.gov.iq/ar/assets/img/uploaded_files/241120250.pdf"
"University of Kurdistan Hawler","","Public university","Erbil","","ukh.edu.krd","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Kurdistan Board for Medical Specialties","","Public postgraduate/professional institution","Erbil","","kbms.org","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","public postgraduate/professional institution; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Bayan University","","Private university/college","Erbil","","bnu.edu.iq","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","private; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"British International University","","Private university/college","Erbil","","website link hosted on gov.krd CDN from KRG list","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","private; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Noble Private Institute","","Private institute / technical institute","Erbil","","noble.edu.krd","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","private institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Paitaxt Technical Institute-Erbil","","Private institute / technical institute","Erbil","","pti.edu.krd","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","private technical institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Ayinda Private Technical Institute","","Private institute / technical institute","Erbil","","aynda.edu.krd","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","private technical institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Kurdistan National Institute of Technology","","Private institute / technical institute","Erbil","","nit.edu.krd","","","Erbil","","","Active or listed (verify before outreach)","KRG MoHE list","private institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"University of Sulaimani","","Public university","Sulaymaniyah","","univsul.edu.iq","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"University of Raparin","","Public university","Sulaymaniyah","","uor.edu.krd","","","Ranya / Raparin area","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Garmian University","","Public university","Sulaymaniyah","","garmian.edu.krd","","","Kalar / Garmian","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Charmo University","","Public university","Sulaymaniyah","","charmouniversity.org","","","Chamchamal","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Sulaimani Polytechnic University","","Public technical university","Sulaymaniyah","","spu.edu.iq","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","public/technical; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Garmian Polytechnic University","","Public technical university","Sulaymaniyah","","not found on KRG list page beyond name","","","Garmian","","","Active or listed (verify before outreach)","KRG MoHE list","public/technical; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Cihan University-Sulaimani","","Private university/college","Sulaymaniyah","","sulicihan.edu.krd","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"University College of Goizha","","Private university/college","Sulaymaniyah","","uog.edu.iq","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Qaiwan International University","","Private university/college","Sulaymaniyah","","uniq.edu.iq","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Qala University College","","Private university/college","Sulaymaniyah","","qala.edu.iq","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Kurdistan Technical Institute-Sulaimani","","Private institute / technical institute","Sulaymaniyah","","kti.edu.krd","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Haibat Sultan Technical Institute","","Private institute / technical institute","Sulaymaniyah","","hsti.edu.krd","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Gasha Private Technical Institute","","Private institute / technical institute","Sulaymaniyah","","gti.gasha.edu.iq","","","Sulaymaniyah","","","Active or listed (verify before outreach)","KRG MoHE list","private institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Raparin Technical and Vocational Institute","","Private institute / technical institute","Sulaymaniyah","","rtvi.edu.iq","","","Raparin","","","Active or listed (verify before outreach)","KRG MoHE list","private institute; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"University of Zakho","","Public university","Duhok","","uoz.edu.krd","","","Zakho","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Duhok Polytechnic University","","Public technical university","Duhok","","dpu.edu.krd","","","Duhok","","","Active or listed (verify before outreach)","KRG MoHE list","public/technical; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Akre University for Applied Sciences","","Public university","Duhok","","auas.edu.krd","","","Akre","","","Active or listed (verify before outreach)","KRG MoHE list","public; KRG MoHE list Source URLs: https://gov.krd/mohe-en/publications/universities/"
"Supplementary units, language centers, and open questions","","Public university","All Iraq","","not applicable","","","All governorates","","","Active or listed (verify before outreach)","","Directory is strongest for stand-alone universities, university colleges, and institutes; moderate for federal private operational contacts; weaker for public-university departmental contacts, social-media completeness, and language/summer-school coverage. Source URLs: https://iru.mohesr.gov.iq/result ; https://mohesr.gov.iq/ar/post/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9-20262025-2025-11-24-21 ; https://mohesr.gov.iq/ar/assets/img/uploaded_files/241120250.pdf"
"Albani University College status caveat","","","All Iraq","","albani.edu.iq; WordPress/Instagram footprint mentioned","2025","","Baghdad","","","Active or listed (verify before outreach)","","Keep for historical completeness only; do not treat as reliable active institution without new verification. Source URLs: https://iru.mohesr.gov.iq/result ; https://mohesr.gov.iq/ar/post/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9-20262025-2025-11-24-21 ; https://mohesr.gov.iq/ar/assets/img/uploaded_files/241120250.pdf ; https://mohesr.gov.iq/ar/post/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%8A%D8%B5%D8%AF%D8%B1-%D8%A3%D9%85%D8%B1%D8%A7%D9%8B-%D9%88%D8%B2%D8%A7%D8%B1%D9%8A%D8%A7%D9%8B-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D8%A5%D8%AC%D8%A7%D8%B2%D8%A9-%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D9%83%D9%84%D9%8A%D8%A9-%D8%A3%D9%87%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF-2025-10-16-09"
